manager,security,ISIN,as_of,total_shares_held,percent_shares_held,filing_date,filing
Amansa,BHARAT FORGE LTD.,INE465A01025,2019-12-31,12992787,2.79,2020-01-20,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2016-09-30,2099884,5.19,2016-10-19,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2016-12-31,2099884,5.19,2017-01-20,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2017-03-31,1579614,3.91,2017-04-14,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2017-06-30,1450000,3.58,2017-07-19,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2017-09-30,1450000,3.58,2017-10-11,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2017-12-31,1450000,3.58,2018-01-10,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2018-03-31,1402310,3.47,2018-04-19,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2018-06-30,1354650,3.35,2018-07-18,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2018-09-30,1354650,3.35,2018-10-19,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2018-12-31,1354650,3.35,2019-01-17,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2019-03-31,2409373,5.96,2019-04-15,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2019-06-30,3111610,7.69,2019-07-19,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2019-09-30,3191236,7.89,2019-10-18,Threshold Routine
Amansa,CEAT LTD.,INE482A01020,2019-12-31,3218515,7.96,2020-01-20,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2016-06-30,2932284,3.03,2016-07-18,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2016-09-30,2932284,3.03,2016-10-08,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2016-06-30,3193223,5.56,2016-07-11,Threshold Routine
Amansa,Shankara Building Products Ltd,INE274V01019,2018-12-31,1717503,7.52,2019-01-10,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2019-09-30,3829804,1.98,2019-10-14,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2019-06-30,3364779,1.74,2019-07-20,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2019-03-31,3357732,1.74,2019-05-15,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2018-12-31,3049351,1.58,2019-01-18,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2019-06-30,11725000,2.52,2019-07-19,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2018-09-30,2811621,1.45,2018-10-17,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2018-03-31,2831796,1.46,2018-04-14,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2017-12-31,2927176,1.51,2018-01-16,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2017-09-30,1501871,1.55,2017-10-07,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2017-06-30,1484431,1.54,2017-07-17,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2017-03-31,2112839,2.19,2017-04-18,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2016-12-31,2410989,2.49,2017-01-06,Threshold Routine
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2018-06-30,2808046,1.45,2018-07-25,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2017-09-30,4432248,3.2,2017-10-11,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2017-12-31,4463628,3.21,2018-01-10,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2018-03-31,4463628,3.2,2018-04-16,Threshold Routine
Amansa,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,INE774D01024,2016-12-31,6349628,1.12,2017-01-06,Threshold Routine
Amansa,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,INE774D01024,2016-09-30,8842223,1.55,2016-10-18,Threshold Routine
Amansa,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,INE774D01024,2016-06-30,15000000,2.64,2016-07-07,Threshold Routine
Amansa,Tata Motors  Ltd - DVR,IN9155A01020,2018-06-30,14303747,2.81,2018-07-21,Threshold Routine
Amansa,Tata Motors  Ltd - DVR,IN9155A01020,2017-09-30,8069750,1.59,2017-10-10,Threshold Routine
Amansa,Tata Motors  Ltd - DVR,IN9155A01020,2017-06-30,9000000,1.77,2017-07-21,Threshold Routine
Amansa,Tata Motors  Ltd - DVR,IN9155A01020,2017-03-31,9603371,1.89,2017-04-17,Threshold Routine
Amansa,Tata Motors  Ltd - DVR,IN9155A01020,2016-12-31,7300000,1.44,2017-01-20,Threshold Routine
Amansa,Tata Motors  Ltd - DVR,IN9155A01020,2016-09-30,7500000,1.47,2016-10-18,Threshold Routine
Amansa,Indian Energy Exchange Ltd,INE022Q01020,2019-12-31,11318353,3.78,2020-01-21,Threshold Routine
Amansa,Indian Energy Exchange Ltd,INE022Q01020,2019-09-30,11318353,3.78,2019-10-15,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2019-12-31,6604110,2.17,2020-01-20,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2019-09-30,6604110,2.25,2019-10-17,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2019-06-30,6604110,2.26,2019-07-20,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2019-03-31,6604110,2.26,2019-04-16,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2018-12-31,6447171,2.21,2019-01-23,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2018-09-30,5715077,1.97,2018-10-19,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2018-06-30,4521582,1.56,2018-09-21,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2018-03-31,4521582,1.58,2018-09-21,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2017-12-31,4235652,1.48,2018-01-21,Threshold Routine
Amansa,AU Small Finance Bank Ltd,INE949L01017,2017-09-30,3456518,1.22,2017-10-11,Threshold Routine
Amansa,Tejas Networks Ltd,INE010J01012,2017-09-30,2757650,3.07,2017-10-19,Threshold Routine
Amansa,Tejas Networks Ltd,INE010J01012,2017-06-30,2757650,3.08,2017-07-20,Threshold Routine
Amansa,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,INE774D01024,2017-03-31,6192593,1.09,2017-04-10,Threshold Routine
Amansa,Shankara Building Products Ltd,INE274V01019,2019-12-31,2159535,9.45,2020-01-10,Threshold Routine
Amansa,Iifl Wealth Management Limited,INE466L01020,2019-09-30,1092000,1.26,2019-10-23,Threshold Routine
Amansa,MAGMA FINCORP LTD.,INE511C01022,2018-06-30,16190348,6.01,2018-07-12,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2018-06-30,17552797,2.8,2018-07-09,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2016-06-30,4155404,3.69,2016-07-20,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2019-03-31,2796887,3.85,2019-04-18,Threshold Routine
Amansa,Cholamandalam Investment and Finance Company Ltd,INE121A01024,2015-12-31,6144336,3.94,2016-01-27,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2016-06-30,607958,1.36,2016-07-25,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2018-06-30,5177090,1.82,2018-07-17,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2018-03-31,58001055,2.99,2018-04-18,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2016-12-31,73816854,4.37,2017-01-13,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2015-12-31,3340734,2.77,2016-02-01,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2015-12-31,5439269,5.0,2016-01-27,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2015-12-31,4155404,3.69,2016-01-27,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2019-12-31,2796887,3.85,2020-01-17,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2019-09-30,2796887,3.89,2019-10-22,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2015-12-31,3243150,4.46,2016-01-09,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2015-12-31,2950882,5.14,2016-01-25,Threshold Routine
Amansa,THERMAX LTD.,INE152A01029,2016-03-31,1710021,1.52,2016-06-22,Threshold Routine
Amansa,THERMAX LTD.,INE152A01029,2015-12-31,1714245,1.44,2016-01-27,Threshold Routine
Amansa,KIRLOSKAR BROTHERS LTD.-$,INE732A01036,2015-12-31,4801712,6.05,2016-03-15,Threshold Routine
Amansa,TRIVENI TURBINE LTD.,INE152M01016,2016-06-30,14705950,4.46,2016-07-09,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2018-06-30,2796887,3.85,2018-07-27,Threshold Routine
Amansa,THERMAX LTD.,INE152A01029,2016-12-31,1730328,1.45,2017-01-06,Threshold Routine
Amansa,THERMAX LTD.,INE152A01029,2016-09-30,1730328,1.45,2016-10-13,Threshold Routine
Amansa,MAGMA FINCORP LTD.,INE511C01022,2018-09-30,19753053,7.34,2018-10-16,Threshold Routine
Amansa,Iifl Wealth Management Limited,INE466L01020,2019-12-31,1092000,1.25,2020-01-21,Threshold Routine
Amansa,Shankara Building Products Ltd,INE274V01019,2019-09-30,2159535,9.45,2019-10-22,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2018-09-30,5268224,1.85,2018-10-08,Threshold Routine
Amansa,Shankara Building Products Ltd,INE274V01019,2019-03-31,1912529,8.37,2019-04-12,Threshold Routine
Amansa,Majesco Ltd,INE898S01029,2019-09-30,1693660,5.95,2019-10-14,Threshold Routine
Amansa,Majesco Ltd,INE898S01029,2019-06-30,1585203,5.58,2019-07-18,Threshold Routine
Amansa,Majesco Ltd,INE898S01029,2019-03-31,1355743,4.78,2019-04-11,Threshold Routine
Amansa,Majesco Ltd,INE898S01029,2018-12-31,1354211,4.79,2019-01-19,Threshold Routine
Amansa,Majesco Ltd,INE898S01029,2018-09-30,1354211,4.8,2018-10-15,Threshold Routine
Amansa,Majesco Ltd,INE898S01029,2018-06-30,1303252,4.63,2018-07-18,Threshold Routine
Amansa,Majesco Ltd,INE898S01029,2018-03-31,1303252,4.63,2018-04-12,Threshold Routine
Amansa,Intellect Design Arena Ltd,INE306R01017,2019-12-31,8334528,6.3,2020-01-09,Threshold Routine
Amansa,Intellect Design Arena Ltd,INE306R01017,2019-09-30,6939800,5.25,2019-10-10,Threshold Routine
Amansa,Intellect Design Arena Ltd,INE306R01017,2019-06-30,2177712,1.65,2019-07-19,Threshold Routine
Amansa,JUST DIAL LTD.,INE599M01018,2017-06-30,1718168,2.47,2017-07-19,Threshold Routine
Amansa,JUST DIAL LTD.,INE599M01018,2017-03-31,1332347,1.92,2017-04-18,Threshold Routine
Amansa,JUST DIAL LTD.,INE599M01018,2016-06-30,1068229,1.54,2016-07-18,Threshold Routine
Amansa,TRIVENI TURBINE LTD.,INE152M01016,2017-12-31,14705950,4.46,2018-01-19,Threshold Routine
Amansa,TRIVENI TURBINE LTD.,INE152M01016,2017-09-30,14705950,4.46,2017-10-11,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2018-06-30,4338091,3.11,2018-07-11,Threshold Routine
Amansa,TRIVENI TURBINE LTD.,INE152M01016,2017-03-31,14705950,4.46,2017-04-18,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2019-03-31,3359856,2.4,2019-04-15,Threshold Routine
Amansa,Shankara Building Products Ltd,INE274V01019,2019-06-30,2122459,9.29,2019-07-19,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2018-09-30,3861406,2.76,2018-10-12,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2018-12-31,3416411,2.44,2019-01-11,Threshold Routine
Amansa,TRIVENI TURBINE LTD.,INE152M01016,2016-12-31,14705950,4.46,2017-01-19,Threshold Routine
Amansa,TRIVENI TURBINE LTD.,INE152M01016,2016-09-30,14705950,4.46,2016-10-15,Threshold Routine
Amansa,Majesco Ltd,INE898S01029,2019-12-31,1849280,6.48,2020-01-15,Threshold Routine
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2015-12-31,6655499,1.89,2016-01-23,Threshold Routine
Amansa,TRIVENI TURBINE LTD.,INE152M01016,2017-06-30,14705950,4.46,2017-07-19,Threshold Routine
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2016-09-30,12999607,3.69,2016-10-10,Threshold Routine
Amansa,Laurus Labs Ltd,INE947Q01010,2019-09-30,6301211,5.89,2019-10-07,Threshold Routine
Amansa,Laurus Labs Ltd,INE947Q01010,2019-03-31,6276737,5.9,2019-04-05,Threshold Routine
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2016-06-30,11099007,3.15,2016-07-11,Threshold Routine
Amansa,Laurus Labs Ltd,INE947Q01010,2019-12-31,6540736,6.12,2020-01-08,Threshold Routine
Amansa,Shankara Building Products Ltd,INE274V01019,2018-06-30,1237850,5.42,2018-07-14,Threshold Routine
Amansa,ICICI Prudential Life Insurance Company Ltd,INE726G01019,2019-12-31,14651815,1.02,2020-01-10,Threshold Routine
Amansa,Shankara Building Products Ltd,INE274V01019,2018-09-30,1425427,6.24,2018-10-20,Threshold Routine
Amansa,ICICI Prudential Life Insurance Company Ltd,INE726G01019,2019-09-30,14986940,1.04,2019-10-16,Threshold Routine
Amansa,ICICI Prudential Life Insurance Company Ltd,INE726G01019,2019-06-30,15524185,1.08,2019-07-19,Threshold Routine
Amansa,ICICI Prudential Life Insurance Company Ltd,INE726G01019,2019-03-31,15524185,1.08,2019-04-18,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2019-12-31,20098040,3.2,2020-01-10,Threshold Routine
Amansa,Laurus Labs Ltd,INE947Q01010,2019-06-30,6301211,5.92,2019-07-18,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2019-06-30,20098040,3.21,2019-07-12,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2017-06-30,11000000,1.76,2017-07-17,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2019-09-30,20098040,3.21,2019-10-15,Threshold Routine
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2017-03-31,13225812,3.75,2017-04-05,Threshold Routine
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2016-12-31,13212497,3.75,2017-01-11,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2017-09-30,17552797,2.8,2017-10-10,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2018-03-31,17552797,2.8,2018-04-19,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2018-09-30,17552797,2.8,2018-10-19,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2018-12-31,17552797,2.8,2019-01-19,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2019-03-31,18098040,2.89,2019-04-19,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2017-12-31,17552797,2.8,2018-01-16,Threshold Routine
Amansa,Crompton Greaves Consumer Electricals Ltd,INE299U01018,2017-03-31,11598374,1.85,2017-04-08,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2016-12-31,830000,2.92,2017-01-28,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2018-06-30,830000,2.92,2018-07-26,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2019-03-31,830000,2.92,2019-04-19,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2018-09-30,830000,2.92,2018-10-15,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2018-12-31,830000,2.92,2019-01-16,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2015-12-31,820000,0.37,2016-01-23,Threshold Routine
Elara India,PANAMA PETROCHEM LTD.,INE305C01029,2017-12-31,48813,0.12,2018-01-10,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2015-12-31,133700,2.67,2016-01-20,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2016-06-30,133700,2.67,2016-07-21,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2016-09-30,133700,2.67,2016-10-20,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2016-12-31,133700,2.67,2017-01-11,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2017-03-31,133700,2.67,2017-04-10,Threshold Routine
Elara India,PANAMA PETROCHEM LTD.,INE305C01029,2016-09-30,636542,2.27,2016-10-07,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2018-06-30,6644220,2.63,2018-07-13,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2017-06-30,133700,2.67,2017-07-10,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2019-09-30,3704730,1.52,2019-10-24,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2019-12-31,4015000,1.59,2020-01-17,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2017-09-30,133700,2.67,2017-10-11,Threshold Routine
Elara India,PHILLIPS CARBON BLACK LTD.,INE602A01023,2016-06-30,767642,2.23,2016-07-18,Threshold Routine
Elara India,PHILLIPS CARBON BLACK LTD.,INE602A01023,2016-12-31,598961,1.74,2017-01-20,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2017-06-30,2653761,1.09,2017-07-11,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2017-09-30,2853761,1.17,2017-10-13,Threshold Routine
Elara India,PHILLIPS CARBON BLACK LTD.,INE602A01023,2017-03-31,553961,1.61,2017-04-13,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2017-12-31,3103761,1.28,2018-01-19,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2018-03-31,3254730,1.34,2018-04-20,Threshold Routine
Elara India,PANAMA PETROCHEM LTD.,INE305C01029,2015-12-31,636542,2.27,2016-02-05,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2018-06-30,3604730,1.48,2018-07-21,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2019-03-31,3704730,1.52,2019-04-20,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2019-06-30,3704730,1.52,2019-07-22,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2019-12-31,3704730,1.52,2020-01-20,Threshold Routine
Elara India,JAMMU & KASHMIR BANK LTD.,INE168A01041,2019-06-30,5909148,1.06,2019-07-11,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2015-12-31,4455831,1.85,2016-02-10,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2015-12-31,27288157,2.48,2016-01-25,Threshold Routine
Elara India,SANGAM (INDIA) LTD.,INE495C01010,2016-12-31,688786,1.75,2017-01-16,Threshold Routine
Elara India,SANGAM (INDIA) LTD.,INE495C01010,2017-03-31,799786,2.03,2017-04-14,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2018-09-30,3704730,1.52,2018-10-20,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2017-12-31,133700,2.67,2018-01-15,Threshold Routine
Elara India,GITANJALI GEMS LTD.,INE346H01014,2015-12-31,2340000,2.28,2016-02-09,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2018-06-30,133700,2.67,2018-07-10,Threshold Routine
Elara India,Piramal Phytocare Limited,INE122J01015,2015-12-31,275000,1.06,2016-03-18,Threshold Routine
Elara India,D B Realty Ltd,INE879I01012,2018-12-31,3704730,1.52,2019-01-17,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2016-06-30,3467391,9.45,2016-08-02,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2016-09-30,3467391,9.45,2016-10-06,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2016-12-31,3467391,9.45,2017-01-09,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2017-03-31,3467391,9.45,2017-04-12,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2017-06-30,3467391,9.45,2017-07-21,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2017-09-30,3467391,9.45,2017-10-17,Threshold Routine
Elara India,Renaissance Global Ltd,INE722H01016,2016-09-30,533234,2.79,2016-10-20,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2017-12-31,2830834,7.71,2018-01-18,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2018-06-30,2813417,7.67,2018-07-17,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2018-09-30,2813417,7.67,2018-10-10,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2018-12-31,2813417,7.67,2019-01-17,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2019-03-31,2813417,7.67,2019-04-17,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2019-06-30,2813417,7.67,2019-07-19,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2019-09-30,2813417,7.67,2019-10-17,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2019-12-31,2813417,7.67,2020-01-16,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2015-12-31,3467391,9.45,2016-02-08,Threshold Routine
Elara India,ROSSELL INDIA LTD.,INE847C01020,2018-03-31,2813417,7.67,2018-04-17,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2018-03-31,133700,2.67,2018-04-20,Threshold Routine
Elara India,Renaissance Global Ltd,INE722H01016,2015-12-31,521234,2.73,2016-03-18,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2017-12-31,1277291,5.11,2018-01-15,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2018-09-30,133700,2.67,2018-10-08,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2018-12-31,133700,2.67,2019-01-18,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2019-03-31,133700,2.67,2019-04-20,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2019-06-30,133700,2.67,2019-07-20,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2019-09-30,133700,2.67,2019-10-22,Threshold Routine
Elara India,Starcom Information Technology Ltd,INE347I01010,2019-12-31,133700,2.67,2020-01-21,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2019-09-30,6043660,2.42,2019-10-14,Threshold Routine
Elara India,KARUTURI GLOBAL LTD.,INE299C01024,2016-06-30,58582241,5.8,2016-07-13,Threshold Routine
Elara India,Prakash Pipes Ltd,INE050001010,2019-06-30,378600,1.85,2019-07-30,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2016-12-31,6189220,2.95,2017-01-09,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2017-06-30,6129220,2.42,2017-07-12,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2017-09-30,6644220,2.63,2017-10-14,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2017-12-31,6673663,2.64,2018-01-06,Threshold Routine
Elara India,KARUTURI GLOBAL LTD.,INE299C01024,2017-03-31,48707241,3.25,2017-05-10,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2019-03-31,4015000,1.59,2019-04-18,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2018-03-31,6664220,2.63,2018-04-18,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2019-06-30,4015000,1.59,2019-07-18,Threshold Routine
Elara India,PRITISH NANDY COMMUNICATIONS LTD.,INE392B01011,2015-12-31,1000000,6.91,2016-03-18,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2017-03-31,6129220,2.92,2017-04-13,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2019-09-30,10425387,7.06,2019-10-16,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2018-06-30,376810,1.32,2018-07-26,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2019-03-31,10425387,7.06,2019-05-11,Threshold Routine
Elara India,JINDAL STAINLESS LTD.,INE220G01021,2016-06-30,2765000,1.2,2016-07-14,Threshold Routine
Elara India,Sancia Global Infraprojects Limited,INE391H01010,2016-06-30,766925,1.77,2016-08-08,Threshold Routine
Elara India,Sancia Global Infraprojects Limited,INE391H01010,2016-09-30,766925,1.77,2016-10-22,Threshold Routine
Elara India,Sancia Global Infraprojects Limited,INE391H01010,2016-12-31,766925,1.77,2017-07-14,Threshold Routine
Elara India,Sancia Global Infraprojects Limited,INE391H01010,2017-03-31,766925,1.77,2017-07-14,Threshold Routine
Elara India,Sancia Global Infraprojects Limited,INE391H01010,2017-06-30,766925,1.77,2017-07-19,Threshold Routine
Elara India,ADANI POWER LTD.,INE814H01011,2015-12-31,98335635,3.35,2016-01-27,Threshold Routine
Elara India,Jindal Stainless (Hisar) Ltd,INE455T01018,2016-06-30,2765000,1.2,2016-07-16,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2016-03-31,1277291,5.19,2016-06-23,Threshold Routine
Elara India,Jindal Stainless (Hisar) Ltd,INE455T01018,2016-09-30,2765000,1.17,2016-10-18,Threshold Routine
Elara India,Jindal Stainless (Hisar) Ltd,INE455T01018,2017-03-31,2765000,1.17,2017-04-21,Threshold Routine
Elara India,Jindal Stainless (Hisar) Ltd,INE455T01018,2017-06-30,2765000,1.17,2017-07-14,Threshold Routine
Elara India,Jindal Stainless (Hisar) Ltd,INE455T01018,2017-09-30,2755000,1.17,2017-10-17,Threshold Routine
Elara India,Jindal Stainless (Hisar) Ltd,INE455T01018,2017-12-31,2755000,1.17,2018-01-16,Threshold Routine
Elara India,SHREE RAM URBAN INFRASTRUCTURE LTD.,INE164H01011,2015-12-31,503985,1.23,2016-02-23,Threshold Routine
Elara India,Sancia Global Infraprojects Limited,INE391H01010,2015-12-31,766925,1.77,2016-03-04,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2018-06-30,13503750,7.97,2018-07-12,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2018-09-30,10062651,5.94,2018-10-20,Threshold Routine
