manager,security,ISIN,as_of,total_shares_held,percent_shares_held,filing_date,filing
Steadview,MOTILAL OSWAL FINANCIAL SERVICES LTD.,INE338I01027,2019-03-31,2256629,1.55,2019-04-18,Threshold Routine
Steadview,PAGE INDUSTRIES LTD.,INE761H01022,2017-12-31,409120,3.67,2018-01-08,Threshold Routine
Steadview,PAGE INDUSTRIES LTD.,INE761H01022,2017-09-30,395120,3.54,2017-10-10,Threshold Routine
Steadview,PAGE INDUSTRIES LTD.,INE761H01022,2017-06-30,342314,3.07,2017-07-12,Threshold Routine
Steadview,PAGE INDUSTRIES LTD.,INE761H01022,2017-03-31,413314,3.71,2017-04-11,Threshold Routine
Steadview,Bajaj Finance Limited,INE296A01024,2018-09-30,6743183,1.17,2018-10-17,Threshold Routine
Steadview,Bajaj Finance Limited,INE296A01024,2018-12-31,6743183,1.17,2019-01-21,Threshold Routine
Steadview,Bajaj Finance Limited,INE296A01024,2019-03-31,7303453,1.26,2019-05-16,Threshold Routine
Steadview,Bajaj Finance Limited,INE296A01024,2019-06-30,7303453,1.26,2019-07-20,Threshold Routine
Steadview,HAVELLS INDIA LTD.,INE176B01034,2018-09-30,7700788,1.23,2018-12-03,Threshold Routine
Steadview,HAVELLS INDIA LTD.,INE176B01034,2018-12-31,8710788,1.39,2019-01-08,Threshold Routine
Steadview,HAVELLS INDIA LTD.,INE176B01034,2019-03-31,10673488,1.71,2019-04-17,Threshold Routine
Steadview,HAVELLS INDIA LTD.,INE176B01034,2019-06-30,10673488,1.71,2019-07-17,Threshold Routine
Steadview,HAVELLS INDIA LTD.,INE176B01034,2019-09-30,10673488,1.71,2019-10-11,Threshold Routine
Steadview,HAVELLS INDIA LTD.,INE176B01034,2019-12-31,10673488,1.71,2020-01-16,Threshold Routine
Steadview,NEULAND LABORATORIES LTD.,INE794A01010,2019-12-31,1270159,9.9,2020-01-09,Threshold Routine
Steadview,NATCO PHARMA LTD.,INE987B01026,2017-09-30,1969581,1.13,2017-10-10,Threshold Routine
Steadview,NATCO PHARMA LTD.,INE987B01026,2017-12-31,2625581,1.42,2018-02-07,Threshold Routine
Steadview,MOTILAL OSWAL FINANCIAL SERVICES LTD.,INE338I01027,2019-06-30,2227494,1.53,2019-07-19,Threshold Routine
Steadview,NATCO PHARMA LTD.,INE987B01026,2018-06-30,2785581,1.51,2018-07-05,Threshold Routine
Steadview,INDUSIND BANK LTD.,INE095A01012,2018-06-30,6113557,1.14,2018-07-20,Threshold Routine
Steadview,INDUSIND BANK LTD.,INE095A01012,2018-09-30,6248557,1.16,2018-10-13,Threshold Routine
Steadview,Strides Pharma Science Ltd,INE939A01011,2015-12-31,1247582,1.4,2016-01-23,Threshold Routine
Steadview,Strides Pharma Science Ltd,INE939A01011,2016-06-30,1464829,1.64,2016-07-20,Threshold Routine
Steadview,Strides Pharma Science Ltd,INE939A01011,2016-09-30,1464829,1.64,2016-10-20,Threshold Routine
Steadview,Strides Pharma Science Ltd,INE939A01011,2016-12-31,1464829,1.64,2017-01-18,Threshold Routine
Steadview,Strides Pharma Science Ltd,INE939A01011,2017-03-31,1546829,1.73,2017-04-19,Threshold Routine
Steadview,Strides Pharma Science Ltd,INE939A01011,2017-06-30,1263342,1.41,2017-07-19,Threshold Routine
Steadview,Strides Pharma Science Ltd,INE939A01011,2017-09-30,1263342,1.41,2017-10-18,Threshold Routine
Steadview,YES BANK LTD.,INE528G01027,2017-12-31,23642580,1.03,2018-01-18,Threshold Routine
Steadview,PAGE INDUSTRIES LTD.,INE761H01022,2016-06-30,416028,3.73,2016-07-15,Threshold Routine
Steadview,PAGE INDUSTRIES LTD.,INE761H01022,2016-09-30,415640,3.73,2016-10-06,Threshold Routine
Steadview,PAGE INDUSTRIES LTD.,INE761H01022,2016-12-31,413314,3.71,2017-01-06,Threshold Routine
Steadview,NATCO PHARMA LTD.,INE987B01026,2018-09-30,2785581,1.51,2018-10-11,Threshold Routine
Steadview,MOTILAL OSWAL FINANCIAL SERVICES LTD.,INE338I01027,2019-09-30,2155504,1.46,2019-10-18,Threshold Routine
Steadview,Edelweiss Financial Services Ltd.,INE532F01054,2017-12-31,10538642,1.16,2018-01-17,Threshold Routine
Steadview,Edelweiss Financial Services Ltd.,INE532F01054,2018-03-31,10538642,1.15,2018-04-21,Threshold Routine
Steadview,Syngene International Ltd,INE398R01022,2016-12-31,3007993,1.5,2017-01-06,Threshold Routine
Steadview,Syngene International Ltd,INE398R01022,2017-03-31,3007993,1.5,2017-04-06,Threshold Routine
Steadview,Quess Corp Ltd,INE615P01015,2018-03-31,1742584,1.2,2018-04-17,Threshold Routine
Steadview,Quess Corp Ltd,INE615P01015,2018-06-30,2835475,1.95,2018-07-11,Threshold Routine
Steadview,Quess Corp Ltd,INE615P01015,2019-06-30,3864493,2.65,2019-07-19,Threshold Routine
Steadview,RBL Bank Ltd,INE976G01028,2017-09-30,4704420,1.13,2017-10-12,Threshold Routine
Steadview,RBL Bank Ltd,INE976G01028,2018-03-31,4704420,1.12,2018-04-19,Threshold Routine
Steadview,RBL Bank Ltd,INE976G01028,2018-06-30,4354966,1.03,2018-07-27,Threshold Routine
Steadview,RBL Bank Ltd,INE976G01028,2018-09-30,4354966,1.03,2018-10-11,Threshold Routine
Steadview,AU Small Finance Bank Ltd,INE949L01017,2018-09-30,4904244,1.69,2018-10-19,Threshold Routine
Steadview,AU Small Finance Bank Ltd,INE949L01017,2018-12-31,4904244,1.68,2019-01-23,Threshold Routine
Steadview,AU Small Finance Bank Ltd,INE949L01017,2019-03-31,4904244,1.68,2019-04-16,Threshold Routine
Steadview,AU Small Finance Bank Ltd,INE949L01017,2019-06-30,4904244,1.68,2019-07-20,Threshold Routine
Steadview,Indiabulls Housing Finance Ltd,INE148I01020,2019-12-31,5645329,1.33,2020-01-21,Threshold Routine
Steadview,AU Small Finance Bank Ltd,INE949L01017,2019-09-30,4904244,1.67,2019-10-17,Threshold Routine
Steadview,Security and Intelligence Services (India) Ltd,INE285J01010,2018-09-30,1040329,1.42,2018-10-17,Threshold Routine
Steadview,Security and Intelligence Services (India) Ltd,INE285J01010,2018-12-31,1040329,1.42,2019-01-17,Threshold Routine
Steadview,Security and Intelligence Services (India) Ltd,INE285J01010,2019-03-31,1040329,1.42,2019-04-20,Threshold Routine
Steadview,Security and Intelligence Services (India) Ltd,INE285J01010,2019-06-30,1490329,2.03,2019-07-22,Threshold Routine
Steadview,Security and Intelligence Services (India) Ltd,INE285J01010,2019-09-30,1490329,2.03,2019-10-19,Threshold Routine
Steadview,Security and Intelligence Services (India) Ltd,INE285J01010,2019-12-31,1502535,2.05,2020-01-20,Threshold Routine
Steadview,Dixon Technologies (India) Ltd,INE935N01012,2018-06-30,176201,1.56,2018-07-17,Threshold Routine
Steadview,Dixon Technologies (India) Ltd,INE935N01012,2018-09-30,197201,1.74,2018-10-08,Threshold Routine
Steadview,Dixon Technologies (India) Ltd,INE935N01012,2018-12-31,197201,1.74,2019-01-23,Threshold Routine
Steadview,Dixon Technologies (India) Ltd,INE935N01012,2019-06-30,448235,3.96,2019-07-09,Threshold Routine
Steadview,Dixon Technologies (India) Ltd,INE935N01012,2019-09-30,448235,3.96,2019-10-15,Threshold Routine
Steadview,Dixon Technologies (India) Ltd,INE935N01012,2019-12-31,448235,3.87,2020-01-16,Threshold Routine
Steadview,IndiaMART InterMESH Ltd,INE933S01016,2019-09-30,492884,1.7,2019-10-19,Threshold Routine
Steadview,AU Small Finance Bank Ltd,INE949L01017,2019-12-31,5024027,1.65,2020-01-20,Threshold Routine
Steadview,SecurityandIntelligenceServices(India)Ltd,INE285J01028,2019-12-31,1502535,2.05,2020-01-20,Threshold Routine
Steadview,Indiabulls Housing Finance Ltd,INE148I01020,2019-09-30,6545329,1.54,2019-10-22,Threshold Routine
Steadview,Indiabulls Housing Finance Ltd,INE148I01020,2019-03-31,6545329,1.54,2019-04-22,Threshold Routine
Steadview,Edelweiss Financial Services Ltd.,INE532F01054,2018-06-30,12628642,1.37,2018-07-13,Threshold Routine
Steadview,Edelweiss Financial Services Ltd.,INE532F01054,2018-09-30,14591142,1.57,2018-10-20,Threshold Routine
Steadview,Edelweiss Financial Services Ltd.,INE532F01054,2018-12-31,11091142,1.19,2019-01-18,Threshold Routine
Steadview,Edelweiss Financial Services Ltd.,INE532F01054,2019-03-31,12676478,1.36,2019-04-15,Threshold Routine
Steadview,Edelweiss Financial Services Ltd.,INE532F01054,2019-06-30,12676478,1.36,2019-07-24,Threshold Routine
Steadview,ECLERX SERVICES LTD.,INE738I01010,2016-09-30,634901,1.55,2016-10-05,Threshold Routine
Steadview,ECLERX SERVICES LTD.,INE738I01010,2016-12-31,618744,1.56,2017-01-04,Threshold Routine
Steadview,ECLERX SERVICES LTD.,INE738I01010,2017-03-31,618744,1.56,2017-04-06,Threshold Routine
Steadview,ECLERX SERVICES LTD.,INE738I01010,2017-06-30,618744,1.55,2017-07-07,Threshold Routine
Steadview,ECLERX SERVICES LTD.,INE738I01010,2017-09-30,514662,1.29,2017-10-06,Threshold Routine
Steadview,Indiabulls Ventures Limited,INE274G01010,2017-12-31,4676877,1.06,2018-01-05,Threshold Routine
Steadview,Indiabulls Ventures Limited,INE274G01010,2018-03-31,5772651,1.1,2018-08-06,Threshold Routine
Steadview,Indiabulls Ventures Limited,INE274G01010,2018-06-30,25785909,4.26,2018-07-20,Threshold Routine
Steadview,Indiabulls Housing Finance Ltd,INE148I01020,2019-06-30,6545329,1.54,2019-07-19,Threshold Routine
Steadview,Indiabulls Ventures Limited,INE274G01010,2018-09-30,28231895,4.67,2018-10-25,Threshold Routine
Steadview,Indiabulls Ventures Limited,INE274G01010,2019-03-31,36003575,5.95,2019-04-19,Threshold Routine
Steadview,Indiabulls Ventures Limited,INE274G01010,2019-06-30,36003575,5.89,2019-07-20,Threshold Routine
Steadview,Indiabulls Ventures Limited,INE274G01010,2019-09-30,36003575,5.89,2019-10-22,Threshold Routine
Steadview,Indiabulls Ventures Limited,INE274G01010,2019-12-31,34203575,5.59,2020-01-21,Threshold Routine
Steadview,V-MART RETAIL LTD.,INE665J01013,2019-03-31,392816,2.17,2019-04-08,Threshold Routine
Steadview,V-MART RETAIL LTD.,INE665J01013,2019-06-30,392816,2.16,2019-07-22,Threshold Routine
Steadview,V-MART RETAIL LTD.,INE665J01013,2019-09-30,392816,2.16,2019-10-11,Threshold Routine
Steadview,V-MART RETAIL LTD.,INE665J01013,2019-12-31,392816,2.16,2020-01-10,Threshold Routine
Steadview,Indiabulls Housing Finance Ltd,INE148I01020,2017-12-31,4725329,1.12,2018-01-22,Threshold Routine
Steadview,Indiabulls Housing Finance Ltd,INE148I01020,2018-03-31,4975329,1.17,2018-04-19,Threshold Routine
Steadview,Indiabulls Housing Finance Ltd,INE148I01020,2018-06-30,5825329,1.37,2018-07-19,Threshold Routine
Steadview,Indiabulls Housing Finance Ltd,INE148I01020,2018-09-30,5825329,1.37,2018-10-13,Threshold Routine
Steadview,Indiabulls Housing Finance Ltd,INE148I01020,2018-12-31,6545329,1.54,2019-01-10,Threshold Routine
Steadview,Indiabulls Ventures Limited,INE274G01010,2018-12-31,34408575,5.69,2019-01-15,Threshold Routine
Steadview,Bajaj Finance Limited,INE296A01024,2019-09-30,6608453,1.14,2019-10-17,Threshold Routine
