manager,security,ISIN,as_of,total_shares_held,percent_shares_held,filing_date,filing,Close,MKTValue,PriceReturn,beta,TotalMktValue,PWeight,SecReturn,WeightedBeta
Amansa,SRF LTD.,INE647A01010,2019-03-31,4442241,7.73,2019-05-03,Threshold Routine,2403.0,10674705123.0,0.20171029930237783,1.0135,92728415703.11998,11.5118,0.02322,0.116672
Amansa,SRF LTD.,INE647A01010,2019-06-30,4442241,7.73,2019-07-19,Threshold Routine,3042.65,13516184578.65,0.26618809821057043,1.0135,89615047309.0,15.0825,0.040148,0.152861
Amansa,SRF LTD.,INE647A01010,2019-09-30,4360347,7.59,2019-10-16,Threshold Routine,2751.95,11999456926.65,-0.0955417152810869,1.0135,87464000333.09999,13.7193,-0.013108,0.139045
Amansa,SRF LTD.,INE647A01010,2019-12-31,4360347,7.59,2020-01-08,Threshold Routine,3436.1,14982588326.7,0.24860553425752707,1.0135,92145258393.49998,16.2597,0.040423,0.164792
Amansa,SRF LTD.,INE647A01010,2017-06-30,3722190,6.48,2017-07-18,Threshold Routine,1540.65,5734592023.5,-0.05316043388747127,1.0135,66574598226.750015,8.6138,-0.004579,0.087301
Amansa,SRF LTD.,INE647A01010,2017-03-31,3729559,6.5,2017-04-13,Threshold Routine,1627.15,6068551926.85,0.052184034401371315,1.0135,68536688477.80001,8.8545,0.004621,0.08974
Amansa,SRF LTD.,INE647A01010,2016-12-31,3729559,6.5,2017-01-18,Threshold Routine,1546.45,5767576515.55,-0.13008381616695708,1.0135,57086029330.9,10.1033,-0.013143,0.102397
Amansa,SRF LTD.,INE647A01010,2016-09-30,3243223,5.65,2016-10-12,Threshold Routine,1777.7,5765477527.1,0.35407700803595366,1.0135,54540550070.11,10.571,0.037429,0.107137
Amansa,SRF LTD.,INE647A01010,2016-06-30,3193223,5.56,2016-07-11,Threshold Routine,1312.85,4192222815.55,0.0033627574611183597,1.0135,41975862162.92998,9.9872,0.000336,0.10122
Amansa,SRF LTD.,INE647A01010,2015-12-31,2950882,5.14,2016-01-25,Threshold Routine,1264.7,3731980465.4,0.0,1.0135,24580360044.870003,15.1828,0.0,0.153878
Amansa,SUDARSHAN CHEMICAL INDUSTRIES LTD.,INE659A01023,2019-09-30,2064420,2.98,2019-10-18,Threshold Routine,382.45,789537429.0,0.19665206508135014,1.0761,87464000333.09999,0.9027,0.001775,0.009714
Amansa,SUDARSHAN CHEMICAL INDUSTRIES LTD.,INE659A01023,2019-12-31,2179230,3.15,2020-01-21,Threshold Routine,407.1,887164533.0,0.0644528696561637,1.0761,92145258393.49998,0.9628,0.000621,0.010361
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2016-06-30,3641516,3.01,2016-07-20,Threshold Routine,826.3,3008984670.8,0.07745468770374231,0.4914,41975862162.92998,7.1684,0.005552,0.035226
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2016-09-30,4087672,3.38,2016-10-20,Threshold Routine,849.95,3474316816.4,0.02862156601718535,0.4914,54540550070.11,6.3702,0.001823,0.031303
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2016-12-31,4087672,3.38,2017-01-20,Threshold Routine,895.9,3662145344.8,0.054062003647272094,0.4914,57086029330.9,6.4151,0.003468,0.031524
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2017-03-31,4000862,3.3,2017-04-18,Threshold Routine,801.2,3205490634.4,-0.10570376158053274,0.4914,68536688477.80001,4.677,-0.004944,0.022983
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2017-06-30,4000862,3.3,2017-07-18,Threshold Routine,1034.15,4137491437.3,0.29075137294058884,0.4914,66574598226.750015,6.2148,0.01807,0.03054
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2019-12-31,2864109,2.34,2020-01-09,Threshold Routine,2530.05,7246338975.45,0.25178734878658204,0.4914,92145258393.49998,7.864,0.019801,0.038644
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2019-09-30,3373524,2.76,2019-10-14,Threshold Routine,2021.15,6818398032.6,-0.10057183543599657,0.4914,87464000333.09999,7.7957,-0.00784,0.038308
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2019-06-30,3664012,3.0,2019-07-19,Threshold Routine,2247.15,8233584565.8,0.21958698542780386,0.4914,89615047309.0,9.1877,0.020175,0.045148
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2018-12-31,3664012,3.0,2019-01-18,Threshold Routine,1440.65,5278558887.8,0.012296665846888821,0.4914,73182507867.82,7.2129,0.000887,0.035444
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2018-09-30,3664012,3.01,2018-10-18,Threshold Routine,1423.15,5214438677.8,0.1996038268639102,0.4914,75196168800.95,6.9344,0.013841,0.034076
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2018-06-30,3664012,3.01,2018-07-18,Threshold Routine,1186.35,4346800636.2,0.009315977539560594,0.4914,80192742612.09998,5.4204,0.000505,0.026636
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2018-03-31,3710862,3.05,2018-04-19,Threshold Routine,1175.4,4361747194.8,-0.15475334388034012,0.4914,78533531664.87003,5.554,-0.008595,0.027292
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2017-12-31,3900862,3.21,2018-01-17,Threshold Routine,1390.6,5424538697.2,0.257778581765558,0.4914,79206812371.65999,6.8486,0.017654,0.033654
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2017-09-30,4000862,3.29,2017-10-17,Threshold Routine,1105.6,4423353027.2,0.0690905574626508,0.4914,72769210336.73,6.0786,0.0042,0.02987
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2019-03-31,3664012,3.0,2019-04-17,Threshold Routine,1842.55,6751125310.6,0.27897129767813134,0.4914,92728415703.11998,7.2805,0.020311,0.035776
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2015-12-31,3340734,2.77,2016-02-01,Threshold Routine,853.35,2850815358.9,0.0,0.4914,24580360044.870003,11.5979,0.0,0.056992
Amansa,ICICI Prudential Life Insurance Company Ltd,INE726G01019,2019-12-31,14651815,1.02,2020-01-10,Threshold Routine,482.45,7068768146.75,0.04088457389428313,0.7765,92145258393.49998,7.6713,0.003136,0.059568
Amansa,ICICI Prudential Life Insurance Company Ltd,INE726G01019,2019-09-30,14986940,1.04,2019-10-16,Threshold Routine,463.5,6946446690.0,0.19258973369355448,0.7765,87464000333.09999,7.9421,0.015296,0.06167
Amansa,ICICI Prudential Life Insurance Company Ltd,INE726G01019,2019-06-30,15524185,1.08,2019-07-19,Threshold Routine,388.65,6033474500.25,0.10963597430406913,0.7765,89615047309.0,6.7327,0.007381,0.052279
Amansa,ICICI Prudential Life Insurance Company Ltd,INE726G01019,2019-03-31,15524185,1.08,2019-04-18,Threshold Routine,350.25,5437345796.25,0.07935285053929086,0.7765,92728415703.11998,5.8637,0.004653,0.045532
Amansa,KIRLOSKAR BROTHERS LTD.-$,INE732A01036,2015-12-31,4801712,6.05,2016-03-15,Threshold Routine,176.45,847262082.4,0.0,1.0565,24580360044.870003,3.4469,0.0,0.036416
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2015-12-31,6655499,1.89,2016-01-23,Threshold Routine,99.75,663886025.25,0.0,0.6762,24580360044.870003,2.7009,0.0,0.018263
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2016-09-30,12999607,3.69,2016-10-10,Threshold Routine,107.8,1401357634.6,0.07746126936531739,0.6762,54540550070.11,2.5694,0.00199,0.017374
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2016-06-30,11099007,3.15,2016-07-11,Threshold Routine,100.05,1110455650.35,-0.019117647058824017,0.6762,41975862162.92998,2.6455,-0.000506,0.017889
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2017-03-31,13225812,3.75,2017-04-05,Threshold Routine,95.5,1263065046.0,0.013262599469496372,0.6762,68536688477.80001,1.8429,0.000244,0.012462
Amansa,Sadbhav Infrastructure Project Ltd,INE764L01010,2016-12-31,13212497,3.75,2017-01-11,Threshold Routine,94.25,1245277842.25,-0.12569573283859026,0.6762,57086029330.9,2.1814,-0.002742,0.014751
Amansa,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,INE774D01024,2016-12-31,6349628,1.12,2017-01-06,Threshold Routine,270.25,1715986967.0,-0.2581663464177869,1.4886,57086029330.9,3.006,-0.00776,0.044747
Amansa,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,INE774D01024,2016-09-30,8842223,1.55,2016-10-18,Threshold Routine,364.3,3221221838.9,0.09022893909920682,1.4886,54540550070.11,5.9061,0.005329,0.087918
Amansa,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,INE774D01024,2016-06-30,15000000,2.64,2016-07-07,Threshold Routine,334.15,5012250000.0,0.36918664208153995,1.4886,41975862162.92998,11.9408,0.044084,0.177751
Amansa,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,INE774D01024,2017-03-31,6192593,1.09,2017-04-10,Threshold Routine,314.9,1950047535.7,0.16521739130434754,1.4886,68536688477.80001,2.8453,0.004701,0.042355
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2019-12-31,3829804,1.98,2020-01-15,Threshold Routine,990.55,3793612352.2,0.2760708534621583,0.7036,92145258393.49998,4.117,0.011366,0.028967
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2016-06-30,2932284,3.03,2016-07-18,Threshold Routine,331.57,972257405.88,0.0502692429521705,0.7036,41975862162.92998,2.3162,0.001164,0.016297
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2016-09-30,2932284,3.03,2016-10-08,Threshold Routine,506.95,1486521373.8,0.5289380824561936,0.7036,54540550070.11,2.7255,0.014416,0.019177
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2019-09-30,3829804,1.98,2019-10-14,Threshold Routine,776.25,2972885355.0,0.027057422598571135,0.7036,87464000333.09999,3.399,0.00092,0.023915
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2019-06-30,3364779,1.74,2019-07-20,Threshold Routine,755.8,2543099968.2,-0.24078352586639906,0.7036,89615047309.0,2.8378,-0.006833,0.019967
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2019-03-31,3357732,1.74,2019-05-15,Threshold Routine,995.5,3342622206.0,0.07749756467150104,0.7036,92728415703.11998,3.6047,0.002794,0.025363
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2018-12-31,3049351,1.58,2019-01-18,Threshold Routine,923.9,2817295388.9,-0.09292621864415118,0.7036,73182507867.82,3.8497,-0.003577,0.027086
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2018-09-30,2811621,1.45,2018-10-17,Threshold Routine,1018.55,2863776569.55,-0.02203552568410949,0.7036,75196168800.95,3.8084,-0.000839,0.026796
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2018-03-31,2831796,1.46,2018-04-14,Threshold Routine,1068.65,3026198795.4,-0.10509567474772818,0.7036,78533531664.87003,3.8534,-0.00405,0.027113
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2017-12-31,2927176,1.51,2018-01-16,Threshold Routine,1194.15,3495487220.4,0.40013835475096293,0.7036,79206812371.65999,4.4131,0.017659,0.031051
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2017-09-30,1501871,1.55,2017-10-07,Threshold Routine,852.88,1280915738.48,0.025650892910828782,0.7036,72769210336.73,1.7602,0.000452,0.012385
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2017-06-30,1484431,1.54,2017-07-17,Threshold Routine,831.55,1234378598.05,0.1997893461072311,0.7036,66574598226.750015,1.8541,0.003704,0.013045
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2017-03-31,2112839,2.19,2017-04-18,Threshold Routine,693.08,1464366454.12,0.2572879818594107,0.7036,68536688477.80001,2.1366,0.005497,0.015033
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2016-12-31,2410989,2.49,2017-01-06,Threshold Routine,551.25,1329057686.25,0.08738534372226026,0.7036,57086029330.9,2.3282,0.002035,0.016381
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2018-06-30,2808046,1.45,2018-07-25,Threshold Routine,1041.5,2924579909.0,-0.025405885930847805,0.7036,80192742612.09998,3.6469,-0.000927,0.02566
Amansa,MAHINDRA LIFESPACE DEVELOPERS LTD.,INE813A01018,2015-12-31,2505170,6.11,2016-01-22,Threshold Routine,442.14,1107635863.8,0.0,0.5564,24580360044.870003,4.5062,0.0,0.025072
Amansa,MAHINDRA LIFESPACE DEVELOPERS LTD.,INE813A01018,2016-06-30,2341170,5.71,2017-08-08,Threshold Routine,439.11,1028031158.7,0.11556831461815964,0.5564,41975862162.92998,2.4491,0.00283,0.013627
Amansa,MAHINDRA LIFESPACE DEVELOPERS LTD.,INE813A01018,2016-09-30,2341170,5.71,2017-08-11,Threshold Routine,404.73,947541734.1,-0.07829473252715735,0.5564,54540550070.11,1.7373,-0.00136,0.009666
Amansa,MAHINDRA LIFESPACE DEVELOPERS LTD.,INE813A01018,2016-12-31,2341170,5.71,2017-01-19,Threshold Routine,332.2,777736674.0,-0.17920589034665135,0.5564,57086029330.9,1.3624,-0.002442,0.00758
Amansa,DISH TV INDIA LTD.,INE836F01026,2018-03-31,44194773,2.4,2018-04-18,Threshold Routine,71.25,3148877576.25,-0.1310975609756102,1.3932,78533531664.87003,4.0096,-0.005256,0.055862
Amansa,DISH TV INDIA LTD.,INE836F01026,2018-06-30,46181123,2.51,2018-07-09,Threshold Routine,71.8,3315804631.4,0.0077192982456133485,1.3932,80192742612.09998,4.1348,0.000319,0.057606
Amansa,DISH TV INDIA LTD.,INE836F01026,2018-09-30,51892331,2.82,2018-10-17,Threshold Routine,57.45,2981214415.95,-0.19986072423398293,1.3932,75196168800.95,3.9646,-0.007924,0.055235
Amansa,DISH TV INDIA LTD.,INE836F01026,2018-12-31,51892331,2.82,2019-01-21,Threshold Routine,38.25,1984881660.75,-0.334203655352481,1.3932,73182507867.82,2.7122,-0.009064,0.037786
Amansa,DISH TV INDIA LTD.,INE836F01026,2019-03-31,51892331,2.82,2019-04-18,Threshold Routine,38.9,2018611675.9,0.016993464052288187,1.3932,92728415703.11998,2.1769,0.00037,0.030329
Amansa,TRENT LTD.,INE849A01020,2019-12-31,8759011,2.46,2020-01-14,Threshold Routine,527.15,4617312648.65,0.08937797065509367,0.6387,92145258393.49998,5.0109,0.004479,0.032005
Amansa,TRENT LTD.,INE849A01020,2019-09-30,8759011,2.46,2019-10-16,Threshold Routine,483.9,4238485422.9,0.09740333371130405,0.6387,87464000333.09999,4.846,0.00472,0.030951
Amansa,TRENT LTD.,INE849A01020,2019-06-30,8759011,2.64,2019-07-19,Threshold Routine,440.95,3862285900.45,0.21843050566454814,0.6387,89615047309.0,4.3099,0.009414,0.027527
Amansa,TRENT LTD.,INE849A01020,2019-03-31,8759011,2.64,2019-04-12,Threshold Routine,361.9,3169886080.9,-0.001104057410985515,0.6387,92728415703.11998,3.4185,-3.8e-05,0.021834
Amansa,TRENT LTD.,INE849A01020,2018-12-31,8759011,2.64,2019-01-21,Threshold Routine,362.3,3173389685.3,0.08717179294823674,0.6387,73182507867.82,4.3363,0.00378,0.027696
Amansa,TRENT LTD.,INE849A01020,2018-09-30,8759011,2.64,2018-10-12,Threshold Routine,333.25,2918940415.75,0.10256410256410353,0.6387,75196168800.95,3.8818,0.003981,0.024793
Amansa,TRENT LTD.,INE849A01020,2018-06-30,8759011,2.64,2018-07-17,Threshold Routine,302.25,2647411074.75,-0.12403999420373868,0.6387,80192742612.09998,3.3013,-0.004095,0.021085
Amansa,TRENT LTD.,INE849A01020,2018-03-31,8975416,2.7,2018-04-14,Threshold Routine,345.05,3096967290.8,0.023431706955361786,0.6387,78533531664.87003,3.9435,0.000924,0.025187
Amansa,TRENT LTD.,INE849A01020,2017-12-31,8975416,2.7,2018-01-11,Threshold Routine,337.15,3026061504.4,0.1405615696887692,0.6387,79206812371.65999,3.8205,0.00537,0.024402
Amansa,TRENT LTD.,INE849A01020,2017-09-30,8975416,2.7,2017-10-14,Threshold Routine,295.6,2653132969.6,0.2472573839662453,0.6387,72769210336.73,3.646,0.009015,0.023287
Amansa,TRENT LTD.,INE849A01020,2017-06-30,8439869,2.54,2017-07-10,Threshold Routine,237.0,2000248953.0,-0.11136107986501642,0.6387,66574598226.750015,3.0045,-0.003346,0.01919
Amansa,TRENT LTD.,INE849A01020,2017-03-31,8439869,2.54,2017-04-10,Threshold Routine,266.7,2250913062.3,0.33083832335329366,0.6387,68536688477.80001,3.2842,0.010865,0.020976
Amansa,TRENT LTD.,INE849A01020,2016-12-31,7593539,2.29,2017-01-21,Threshold Routine,200.4,1521745215.6,-0.06113843991567136,0.6387,57086029330.9,2.6657,-0.00163,0.017026
Amansa,TRENT LTD.,INE849A01020,2016-09-30,7522030,2.26,2016-10-19,Threshold Routine,213.45,1605577303.5,0.17506193228736655,0.6387,54540550070.11,2.9438,0.005153,0.018802
Amansa,TRENT LTD.,INE849A01020,2016-06-30,511308,1.54,2016-07-15,Threshold Routine,181.65,92879098.2,0.14116094986807437,0.6387,41975862162.92998,0.2213,0.000312,0.001413
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2016-06-30,6232969,5.73,2016-08-08,Threshold Routine,309.4,1928480608.6,0.10460549803641683,0.7533,41975862162.92998,4.5943,0.004806,0.034609
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2016-09-30,6232969,5.73,2016-10-15,Threshold Routine,251.7,1568838297.3,-0.18648998060762823,0.7533,54540550070.11,2.8765,-0.005364,0.021669
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2016-12-31,7004108,6.44,2017-01-15,Threshold Routine,244.95,1715656254.6,-0.026817640047675284,0.7533,57086029330.9,3.0054,-0.000806,0.02264
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2017-03-31,7004108,6.44,2017-04-19,Threshold Routine,252.8,1770638502.4,0.03204735660338831,0.7533,68536688477.80001,2.5835,0.000828,0.019462
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2017-06-30,9433238,8.68,2017-07-14,Threshold Routine,257.8,2431888756.4,0.019778481012658666,0.7533,66574598226.750015,3.6529,0.000722,0.027517
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2017-09-30,9433238,8.68,2017-10-05,Threshold Routine,228.15,2152193249.7,-0.11501163692785088,0.7533,72769210336.73,2.9576,-0.003402,0.02228
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2017-12-31,9433238,8.68,2018-01-08,Threshold Routine,235.65,2222942534.7,0.03287310979618718,0.7533,79206812371.65999,2.8065,0.000923,0.021141
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2018-03-31,9433238,8.68,2018-04-12,Threshold Routine,174.75,1648458340.5,-0.25843411839592656,0.7533,78533531664.87003,2.0991,-0.005425,0.015813
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2018-06-30,9433238,8.68,2018-07-25,Threshold Routine,177.8,1677229716.4,0.017453505007152925,0.7533,80192742612.09998,2.0915,0.000365,0.015755
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2018-09-30,9433238,8.68,2018-10-11,Threshold Routine,145.35,1371121143.3,-0.182508436445445,0.7533,75196168800.95,1.8234,-0.003328,0.013736
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2018-12-31,9433238,8.68,2019-01-15,Threshold Routine,129.5,1221604321.0,-0.1090471276229783,0.7533,73182507867.82,1.6693,-0.00182,0.012575
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2019-03-31,9433238,8.68,2019-04-12,Threshold Routine,134.0,1264053892.0,0.0347490347490349,0.7533,92728415703.11998,1.3632,0.000474,0.010269
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2019-06-30,9433238,8.68,2019-07-12,Threshold Routine,131.6,1241414120.8,-0.01791044776119377,0.7533,89615047309.0,1.3853,-0.000248,0.010435
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2019-09-30,9433238,8.68,2019-10-17,Threshold Routine,108.3,1021619675.4,-0.1770516717325229,0.7533,87464000333.09999,1.168,-0.002068,0.008799
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2019-12-31,9778635,8.99,2020-01-09,Threshold Routine,122.25,1195438128.75,0.1288088642659282,0.7533,92145258393.49998,1.2973,0.001671,0.009773
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2015-12-31,5439269,5.0,2016-01-27,Threshold Routine,323.25,1758243704.25,0.0,0.7533,24580360044.870003,7.153,0.0,0.053884
Amansa,Majesco Ltd,INE898S01029,2019-09-30,1693660,5.95,2019-10-14,Threshold Routine,442.3,749105818.0,-0.18530116043470257,0.9867,87464000333.09999,0.8565,-0.001587,0.008451
Amansa,Majesco Ltd,INE898S01029,2019-06-30,1585203,5.58,2019-07-18,Threshold Routine,542.9,860606708.7,0.11926605504587173,0.9867,89615047309.0,0.9603,0.001145,0.009475
Amansa,Majesco Ltd,INE898S01029,2019-03-31,1355743,4.78,2019-04-11,Threshold Routine,485.05,657603142.15,-0.029705941188238327,0.9867,92728415703.11998,0.7092,-0.000211,0.006998
Amansa,Majesco Ltd,INE898S01029,2018-12-31,1354211,4.79,2019-01-19,Threshold Routine,499.9,676970078.9,0.07993087059840187,0.9867,73182507867.82,0.925,0.000739,0.009127
Amansa,Majesco Ltd,INE898S01029,2018-09-30,1354211,4.8,2018-10-15,Threshold Routine,462.9,626864271.9,0.03545464713119362,0.9867,75196168800.95,0.8336,0.000296,0.008225
Amansa,Majesco Ltd,INE898S01029,2018-06-30,1303252,4.63,2018-07-18,Threshold Routine,447.05,582618806.6,-0.0897892700804237,0.9867,80192742612.09998,0.7265,-0.000652,0.007168
Amansa,Majesco Ltd,INE898S01029,2018-03-31,1303252,4.63,2018-04-12,Threshold Routine,491.15,640092219.8,-0.04510547292699518,0.9867,78533531664.87003,0.8151,-0.000368,0.008043
Amansa,Majesco Ltd,INE898S01029,2019-12-31,1849280,6.48,2020-01-15,Threshold Routine,380.6,703835968.0,-0.13949807822744742,0.9867,92145258393.49998,0.7638,-0.001065,0.007536
Amansa,Laurus Labs Ltd,INE947Q01010,2019-09-30,6301211,5.89,2019-10-07,Threshold Routine,374.35,2358858337.85,0.11182061182061243,0.5352,87464000333.09999,2.6969,0.003016,0.014434
Amansa,Laurus Labs Ltd,INE947Q01010,2019-03-31,6276737,5.9,2019-04-05,Threshold Routine,399.55,2507870268.35,0.052693979712817196,0.5352,92728415703.11998,2.7045,0.001425,0.014474
Amansa,Laurus Labs Ltd,INE947Q01010,2019-12-31,6540736,6.12,2020-01-08,Threshold Routine,359.75,2353029776.0,-0.039000934953919986,0.5352,92145258393.49998,2.5536,-0.000996,0.013667
Amansa,Laurus Labs Ltd,INE947Q01010,2019-06-30,6301211,5.92,2019-07-18,Threshold Routine,336.7,2121617743.7,-0.15730196471029867,0.5352,89615047309.0,2.3675,-0.003724,0.012671
Amansa,AU Small Finance Bank Ltd,INE949L01017,2019-12-31,6604110,2.17,2020-01-20,Threshold Routine,803.1,5303760741.0,0.21774071266110773,0.6598,92145258393.49998,5.7559,0.012533,0.037977
Amansa,AU Small Finance Bank Ltd,INE949L01017,2019-09-30,6604110,2.25,2019-10-17,Threshold Routine,659.5,4355410545.0,-0.06354277600283942,0.6598,87464000333.09999,4.9797,-0.003164,0.032856
Amansa,AU Small Finance Bank Ltd,INE949L01017,2019-06-30,6604110,2.26,2019-07-20,Threshold Routine,704.25,4650944467.5,0.1824210879785102,0.6598,89615047309.0,5.1899,0.009467,0.034243
Amansa,AU Small Finance Bank Ltd,INE949L01017,2019-03-31,6604110,2.26,2019-04-16,Threshold Routine,595.6,3933407916.0,-0.04259765311043129,0.6598,92728415703.11998,4.2419,-0.001807,0.027988
Amansa,AU Small Finance Bank Ltd,INE949L01017,2018-12-31,6447171,2.21,2019-01-23,Threshold Routine,622.1,4010785079.1,0.08323176040397073,0.6598,73182507867.82,5.4805,0.004562,0.03616
Amansa,AU Small Finance Bank Ltd,INE949L01017,2018-09-30,5715077,1.97,2018-10-19,Threshold Routine,574.3,3282168721.1,-0.12420892108272896,0.6598,75196168800.95,4.3648,-0.005421,0.028799
Amansa,AU Small Finance Bank Ltd,INE949L01017,2018-06-30,4521582,1.56,2018-09-21,Threshold Routine,655.75,2965027396.5,0.06099830110832394,0.6598,80192742612.09998,3.6974,0.002255,0.024395
Amansa,AU Small Finance Bank Ltd,INE949L01017,2018-03-31,4521582,1.58,2018-09-21,Threshold Routine,618.05,2794563755.1,-0.07311037792441522,0.6598,78533531664.87003,3.5584,-0.002602,0.023478
Amansa,AU Small Finance Bank Ltd,INE949L01017,2017-12-31,4235652,1.48,2018-01-21,Threshold Routine,666.8,2824332753.6,0.17270488920154747,0.6598,79206812371.65999,3.5658,0.006158,0.023527
Amansa,AU Small Finance Bank Ltd,INE949L01017,2017-09-30,3456518,1.22,2017-10-11,Threshold Routine,568.6,1965376134.8,0.5882681564245815,0.6598,72769210336.73,2.7008,0.015888,0.01782
Amansa,D B Corp Ltd,INE950I01011,2015-12-31,5561188,3.03,2016-01-20,Threshold Routine,328.05,1824347723.4,0.0,0.3273,24580360044.870003,7.422,0.0,0.024292
Amansa,D B Corp Ltd,INE950I01011,2016-06-30,5561188,3.03,2016-07-15,Threshold Routine,375.0,2085445500.0,0.208507895584916,0.3273,41975862162.92998,4.9682,0.010359,0.016261
Amansa,D B Corp Ltd,INE950I01011,2016-09-30,5561188,3.03,2016-10-17,Threshold Routine,394.85,2195835081.8,0.05293333333333372,0.3273,54540550070.11,4.0261,0.002131,0.013177
Amansa,D B Corp Ltd,INE950I01011,2016-12-31,5561188,3.02,2017-01-05,Threshold Routine,358.2,1992017541.6,-0.09282005824996786,0.3273,57086029330.9,3.4895,-0.003239,0.011421
Amansa,D B Corp Ltd,INE950I01011,2017-03-31,5447619,2.96,2017-04-10,Threshold Routine,381.2,2076632362.8,0.06420993858179869,0.3273,68536688477.80001,3.03,0.001946,0.009917
Elara India,Nila Spaces Ltd,INE00S901012,2019-12-31,12315000,3.13,2020-01-07,Threshold Routine,1.1,13546500.0,-0.04347826086956563,0.503,40892276544.75,0.0331,-1.4e-05,0.000166
Elara India,Nila Spaces Ltd,INE00S901012,2019-09-30,12315000,3.13,2019-10-15,Threshold Routine,1.15,14162250.0,-0.39473684210526283,0.503,26292600988.050003,0.0539,-0.000213,0.000271
Elara India,Nila Spaces Ltd,INE00S901012,2019-06-30,12315000,3.13,2019-07-19,Threshold Routine,1.9,23398500.0,-0.23999999999999855,0.503,43490968857.909996,0.0538,-0.000129,0.000271
Elara India,Nila Spaces Ltd,INE00S901012,2019-03-31,12315000,3.13,2019-04-11,Threshold Routine,2.5,30787500.0,-0.2647058823529411,0.503,40141268015.21,0.0767,-0.000203,0.000386
Elara India,Nila Spaces Ltd,INE00S901012,2018-12-31,12315000,3.13,2019-01-19,Threshold Routine,3.4,41871000.0,-0.04225352112676051,0.503,39325232557.03999,0.1065,-4.5e-05,0.000536
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2016-06-30,960000,2.27,2016-07-22,Threshold Routine,43.9,42144000.0,-0.4181577203445994,0.583,21441777930.640003,0.1966,-0.000822,0.001146
